                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    207,                0.35486,                0.35929,                0.31015,                0.93488,                0.96891,                0.93333,                0.97914,                0.90705,                0.98044,                0.94444,                0.99121,                0.92612,                0.38997,                0.37943,                0.38974,                   1.02,              0.0015941,              0.0015941,              0.0015941
                    208,                0.36705,                0.41711,                0.31778,                0.94518,                0.93315,                0.91111,                0.98087,                0.91751,                0.93315,                0.91111,                0.98087,                 0.9307,                0.34812,                0.38423,                0.39681,                 0.9793,              0.0015921,              0.0015921,              0.0015921
                    209,                0.35079,                0.35541,                0.31942,                0.93309,                 0.8772,                0.93333,                0.96049,                0.89056,                 0.8772,                0.93333,                0.96049,                0.90588,                0.37002,                0.38672,                0.51704,                0.98345,              0.0015901,              0.0015901,              0.0015901
                    210,                0.34648,                0.34613,                0.30249,                0.93164,                0.91984,                0.89253,                0.96139,                0.88101,                0.90535,                0.93333,                0.97087,                0.89778,                0.39543,                0.37994,                0.52099,                 1.0237,              0.0015882,              0.0015882,              0.0015882
                    211,                0.32659,                0.35951,                 0.2889,                0.92325,                0.87481,                0.96667,                0.97545,                0.89317,                0.87481,                0.96667,                0.97545,                 0.9148,                0.37808,                  0.347,                  0.392,                 1.0067,              0.0015862,              0.0015862,              0.0015862
                    212,                0.32944,                0.38245,                0.28743,                0.92447,                0.88068,                0.98889,                0.97386,                 0.8829,                0.88068,                0.98889,                0.97386,                0.89495,                0.37985,                0.35844,                0.44028,                 1.0203,              0.0015842,              0.0015842,              0.0015842
                    213,                0.33408,                0.35854,                0.30061,                0.93139,                 0.8665,                0.95556,                0.96075,                0.89265,                0.85835,                0.93333,                0.95222,                0.90393,                0.36497,                 0.3684,                0.46026,                0.98431,              0.0015822,              0.0015822,              0.0015822
                    214,                 0.3539,                0.38668,                0.32439,                0.92926,                0.89326,                0.92222,                0.96751,                 0.9235,                0.89326,                0.92222,                0.96751,                 0.9298,                0.33359,                0.30149,                0.44486,                0.96668,              0.0015802,              0.0015802,              0.0015802
                    215,                0.33797,                0.40596,                0.29186,                0.93222,                0.94383,                0.93346,                0.98017,                0.93273,                0.94383,                0.93346,                0.98017,                0.93423,                0.36951,                0.31559,                0.49329,                0.98277,              0.0015783,              0.0015783,              0.0015783
                    216,                0.36778,                0.41705,                 0.3109,                0.93372,                0.96698,                0.87778,                0.97256,                 0.9038,                0.96698,                0.87778,                0.97256,                0.91448,                0.36601,                0.36421,                 0.4511,                0.98787,              0.0015763,              0.0015763,              0.0015763
                    217,                0.35904,                0.41967,                0.31002,                0.94278,                0.87406,                0.92542,                0.96673,                0.90331,                0.87406,                0.92542,                0.96673,                0.91649,                0.36458,                0.37139,                0.42523,                0.99537,              0.0015743,              0.0015743,              0.0015743
                    218,                0.33265,                0.38386,                0.28824,                0.92459,                0.95214,                0.91111,                0.96924,                0.90166,                0.95214,                0.91111,                 0.9702,                0.90746,                0.33525,                0.44308,                0.39557,                0.95101,              0.0015723,              0.0015723,              0.0015723
                    219,                0.33905,                0.38632,                0.28226,                0.93487,                0.94499,                0.95445,                0.97034,                0.89863,                  0.934,                0.94348,                0.96755,                0.89078,                0.37124,                0.55391,                0.44022,                0.98513,              0.0015703,              0.0015703,              0.0015703
                    220,                0.34261,                0.37818,                0.28338,                0.92847,                0.92423,                0.97778,                0.96646,                0.90199,                0.93473,                0.98889,                0.98206,                0.91589,                0.36452,                0.34859,                0.35571,                0.99277,              0.0015684,              0.0015684,              0.0015684
                    221,                0.34277,                0.35511,                0.29188,                0.92291,                0.96634,                0.95697,                0.98964,                 0.9228,                0.96634,                0.95697,                0.98964,                0.93882,                0.35507,                0.34114,                0.36685,                0.98169,              0.0015664,              0.0015664,              0.0015664
                    222,                0.35547,                0.41225,                0.29912,                 0.9292,                0.96569,                0.95556,                0.98261,                0.91133,                0.96569,                0.95556,                0.98261,                0.92335,                 0.3599,                0.38605,                0.41775,                0.98677,              0.0015644,              0.0015644,              0.0015644
                    223,                0.34913,                0.37384,                0.30619,                0.94146,                0.91798,                0.97778,                0.97448,                0.90608,                0.92928,                0.98889,                0.98646,                0.92164,                0.38235,                0.35302,                0.41583,                  1.015,              0.0015624,              0.0015624,              0.0015624
                    224,                0.32958,                0.38359,                0.28541,                0.92308,                0.88836,                0.97778,                0.97419,                0.92071,                0.89641,                0.98889,                0.98316,                0.93941,                0.35411,                0.29216,                0.36962,                0.97483,              0.0015604,              0.0015604,              0.0015604
                    225,                  0.324,                0.32622,                0.28276,                0.91988,                0.93256,                0.95556,                0.97908,                0.91385,                0.93256,                0.95556,                0.98109,                0.94035,                0.33696,                0.33378,                0.39906,                0.96956,              0.0015585,              0.0015585,              0.0015585
                    226,                0.34993,                0.40653,                0.29601,                0.93431,                0.89587,                      1,                0.98436,                0.91565,                0.89587,                      1,                0.98436,                0.92273,                0.37434,                0.33062,                0.44824,                  1.013,              0.0015565,              0.0015565,              0.0015565
                    227,                0.34051,                0.37933,                0.28944,                0.92474,                0.95127,                0.94444,                0.98534,                0.91852,                0.95127,                0.94444,                0.98534,                0.94198,                0.36084,                0.30557,                0.37431,                0.95919,              0.0015545,              0.0015545,              0.0015545
                    228,                0.33175,                0.35077,                0.28473,                0.92205,                0.87534,                0.97778,                0.97396,                0.90307,                0.89123,                0.95556,                0.97154,                0.93314,                0.36418,                0.29732,                0.40779,                0.97775,              0.0015525,              0.0015525,              0.0015525
                    229,                0.33882,                0.37854,                0.29231,                0.93092,                0.87906,                0.96914,                0.96974,                0.90511,                0.87906,                0.96914,                0.97106,                0.92053,                0.34413,                0.30031,                0.43059,                0.96729,              0.0015505,              0.0015505,              0.0015505
                    230,                0.34605,                0.36008,                0.29406,                0.93282,                 0.9183,                0.97778,                0.98326,                 0.9224,                 0.9183,                0.97778,                0.98326,                 0.9381,                0.34459,                0.30224,                0.42104,                0.96258,              0.0015486,              0.0015486,              0.0015486
                    231,                0.34769,                0.39159,                0.29232,                0.93606,                0.93251,                0.92122,                0.98335,                0.90475,                0.93251,                0.92122,                0.98335,                0.92187,                0.34601,                0.34762,                0.38684,                0.99281,              0.0015466,              0.0015466,              0.0015466
                    232,                0.32977,                0.36237,                0.28399,                0.93124,                0.94611,                0.97533,                 0.9835,                0.90341,                0.94611,                0.97533,                 0.9835,                0.92349,                0.37481,                0.36946,                0.41215,                  1.003,              0.0015446,              0.0015446,              0.0015446
                    233,                0.35537,                0.38651,                0.30711,                0.92773,                0.92386,                0.96667,                0.98195,                0.91515,                0.93429,                0.94792,                0.98136,                0.93066,                0.35155,                0.33138,                0.39277,                0.98458,              0.0015426,              0.0015426,              0.0015426
                    234,                0.34436,                0.39124,                0.29916,                0.93467,                0.94552,                0.96423,                0.98262,                0.90084,                0.94552,                0.96423,                0.98262,                0.91788,                0.40203,                0.36258,                0.43705,                  1.039,              0.0015406,              0.0015406,              0.0015406
                    235,                0.34406,                0.36669,                0.29043,                0.93392,                0.95073,                0.93333,                0.98478,                0.93047,                0.95073,                0.93333,                0.98478,                0.94754,                0.33142,                0.29045,                0.36508,                0.96074,              0.0015387,              0.0015387,              0.0015387
                    236,                0.33885,                0.35409,                0.28461,                 0.9253,                0.96617,                  0.952,                0.98479,                0.93766,                0.96617,                  0.952,                0.98479,                0.93828,                0.31928,                 0.3293,                0.36156,                0.95917,              0.0015367,              0.0015367,              0.0015367
                    237,                0.34406,                0.36991,                0.29295,                0.92791,                0.95471,                0.95556,                 0.9879,                0.94974,                0.95471,                0.95556,                 0.9879,                0.96004,                0.30171,                0.28672,                0.34488,                0.93656,              0.0015347,              0.0015347,              0.0015347
                    238,                 0.3487,                0.37186,                0.28947,                0.92524,                0.94213,                0.92222,                0.98024,                0.93569,                0.92469,                0.95504,                0.98587,                0.94861,                0.32877,                0.36212,                0.37042,                0.94424,              0.0015327,              0.0015327,              0.0015327
                    239,                0.33614,                0.37401,                0.28939,                 0.9293,                0.98119,                0.95556,                0.98099,                0.92921,                0.98119,                0.95556,                 0.9864,                0.94041,                0.33921,                0.30211,                0.44162,                0.96721,              0.0015307,              0.0015307,              0.0015307
                    240,                 0.3468,                0.35894,                0.28831,                0.91455,                0.97725,                0.95556,                0.98959,                0.93989,                0.97725,                0.95556,                0.98959,                0.95113,                0.30797,                0.28192,                0.34014,                 0.9351,              0.0015288,              0.0015288,              0.0015288
                    241,                0.33108,                0.35156,                0.29201,                0.92329,                0.96604,                0.94824,                0.98615,                0.92431,                0.96604,                0.94824,                0.98615,                0.94208,                 0.3381,                  0.327,                0.32259,                0.96559,              0.0015268,              0.0015268,              0.0015268
                    242,                0.34077,                0.37093,                0.29169,                0.91983,                0.91708,                0.96667,                0.98023,                0.93036,                0.91708,                0.96667,                0.98023,                0.94337,                0.32096,                0.28802,                0.33621,                0.94568,              0.0015248,              0.0015248,              0.0015248
                    243,                 0.3344,                0.35057,                0.28072,                0.93021,                0.91217,                0.98889,                0.97798,                0.91653,                0.91217,                0.98889,                0.97798,                0.93727,                0.33092,                0.32057,                0.35394,                0.97376,              0.0015228,              0.0015228,              0.0015228
                    244,                0.35968,                0.38643,                0.29733,                0.93884,                0.87119,                0.98889,                0.96506,                 0.9014,                0.87119,                0.98889,                0.96506,                0.91244,                0.37953,                0.34749,                0.48771,                 1.0205,              0.0015208,              0.0015208,              0.0015208
                    245,                0.33536,                0.38016,                0.28775,                0.93015,                0.88034,                0.92222,                 0.9507,                0.82659,                0.88034,                0.92222,                 0.9525,                0.84287,                0.49211,                0.51644,                0.57922,                 1.1321,              0.0015189,              0.0015189,              0.0015189
                    246,                0.34227,                0.33821,                0.31481,                0.93206,                 0.8683,                0.87908,                0.93242,                0.84423,                 0.8683,                0.87908,                0.92837,                0.86171,                0.46112,                0.62061,                0.55192,                 1.1266,              0.0015169,              0.0015169,              0.0015169
                    247,                0.34241,                0.40948,                0.29311,                0.92642,                0.92711,                0.84792,                0.90754,                0.77439,                0.92711,                0.84792,                0.90754,                0.77677,                0.65997,                0.55626,                0.70541,                  1.479,              0.0015149,              0.0015149,              0.0015149
                    248,                0.34372,                0.37554,                0.30154,                0.93735,                0.90289,                 0.9298,                0.95891,                0.86991,                0.90289,                 0.9298,                0.96072,                0.87898,                0.39165,                0.40803,                0.48824,                 1.0493,              0.0015129,              0.0015129,              0.0015129
                    249,                0.33727,                0.36357,                0.29292,                0.92885,                0.89578,                0.96667,                0.96533,                0.88254,                0.89578,                0.96667,                0.96533,                  0.902,                0.36281,                0.32984,                0.57476,                 1.0062,              0.0015109,              0.0015109,              0.0015109
                    250,                0.33484,                0.35958,                0.28912,                 0.9168,                0.95151,                0.92222,                0.97059,                0.89009,                0.95151,                0.92222,                0.97059,                 0.9279,                  0.349,                0.38231,                0.43281,                0.99042,               0.001509,               0.001509,               0.001509
                    251,                0.34943,                0.36863,                0.28839,                0.93509,                0.98799,                0.91424,                0.97728,                0.90478,                0.98799,                0.91424,                0.97728,                0.92839,                0.35346,                0.38124,                0.38794,                0.98278,               0.001507,               0.001507,               0.001507
                    252,                 0.3589,                0.36969,                0.29127,                 0.9294,                0.94607,                0.97452,                0.98122,                0.89476,                0.94607,                0.97452,                0.98122,                0.91535,                 0.3601,                0.42141,                0.41032,                0.99186,               0.001505,               0.001505,               0.001505
                    253,                 0.3398,                0.36881,                0.28491,                0.92586,                0.89781,                0.97617,                0.97465,                0.93202,                0.90801,                0.98709,                0.98429,                0.93785,                0.31758,                0.32044,                0.36837,                0.93983,               0.001503,               0.001503,               0.001503
                    254,                0.32511,                0.33856,                 0.2703,                0.92539,                 0.9353,                 0.9638,                0.98144,                0.93302,                 0.9353,                 0.9638,                0.98144,                0.93994,                0.31122,                0.35901,                0.36697,                0.94178,               0.001501,               0.001501,               0.001501
                    255,                0.33216,                0.37575,                0.28105,                0.92941,                0.92989,                0.98889,                0.98347,                 0.9314,                0.92989,                0.98889,                0.98347,                0.95494,                 0.2934,                 0.3119,                0.38499,                0.92463,              0.0014991,              0.0014991,              0.0014991
                    256,                0.32259,                0.36728,                0.26522,                0.91892,                0.91606,                0.97778,                 0.9756,                0.91844,                0.91606,                0.97778,                 0.9756,                0.93372,                0.31565,                0.29732,                0.43164,                0.94915,              0.0014971,              0.0014971,              0.0014971
                    257,                 0.3452,                0.37863,                0.28294,                0.91771,                0.93529,                0.98889,                0.97913,                0.92949,                0.93529,                0.98889,                0.97913,                0.94255,                0.30448,                0.29779,                0.36992,                0.93071,              0.0014951,              0.0014951,              0.0014951
                    258,                0.32841,                0.35316,                0.27754,                0.92416,                0.91891,                0.98889,                0.98401,                0.93083,                0.91891,                0.98889,                0.98401,                 0.9407,                0.32342,                 0.3101,                0.38843,                0.94455,              0.0014931,              0.0014931,              0.0014931
                    259,                0.33502,                0.35169,                0.27824,                0.92958,                0.84589,                0.98889,                0.97372,                0.88185,                0.84589,                0.98889,                0.97353,                0.88622,                0.34684,                0.35747,                0.59633,                 0.9968,              0.0014911,              0.0014911,              0.0014911
                    260,                0.32663,                  0.341,                0.27199,                0.91872,                0.93728,                0.95556,                0.98412,                0.93429,                0.93728,                0.95556,                0.98412,                0.94543,                0.33543,                0.37472,                0.40595,                0.97666,              0.0014892,              0.0014892,              0.0014892
                    261,                0.34382,                 0.3574,                0.28065,                0.92819,                0.89816,                0.94444,                0.97466,                0.92033,                0.89816,                0.94444,                0.97466,                0.93669,                0.29984,                0.30754,                0.38633,                0.94121,              0.0014872,              0.0014872,              0.0014872
                    262,                0.33167,                0.35697,                 0.2909,                 0.9143,                0.90724,                  0.978,                0.96265,                0.89756,                0.90724,                  0.978,                0.96265,                0.92458,                0.31069,                0.28718,                0.41808,                0.94336,              0.0014852,              0.0014852,              0.0014852
                    263,                0.32538,                0.36557,                0.28068,                0.92228,                0.86039,                      1,                0.97709,                0.91622,                0.86039,                      1,                0.97709,                0.92966,                0.34058,                0.31556,                0.40126,                0.96592,              0.0014832,              0.0014832,              0.0014832
                    264,                0.32725,                 0.3382,                0.26976,                 0.9216,                0.86309,                      1,                0.97854,                0.92432,                0.86309,                      1,                0.97854,                0.94209,                0.33308,                0.30215,                0.36823,                0.95302,              0.0014812,              0.0014812,              0.0014812
                    265,                0.31965,                0.37458,                0.26621,                0.92479,                  0.914,                0.94471,                0.97715,                0.91084,                0.92486,                0.95556,                0.98536,                0.94192,                0.35574,                0.32785,                0.38975,                0.99502,              0.0014793,              0.0014793,              0.0014793
                    266,                0.31555,                0.36411,                0.26211,                0.91549,                0.88156,                      1,                0.97416,                0.91362,                0.88156,                      1,                0.97416,                0.93216,                 0.3501,                0.29896,                 0.3803,                0.98226,              0.0014773,              0.0014773,              0.0014773
                    267,                0.31085,                0.31346,                0.25626,                0.91499,                0.86289,                0.97902,                0.96011,                 0.9108,                0.87262,                0.98956,                0.96971,                0.91757,                0.34486,                0.33392,                0.43386,                0.97094,              0.0014753,              0.0014753,              0.0014753
                    268,                0.33301,                  0.382,                0.28366,                0.92942,                0.89683,                0.94444,                0.96051,                0.90305,                 0.8617,                      1,                0.96994,                0.91826,                0.36126,                0.35694,                0.41222,                 0.9985,              0.0014733,              0.0014733,              0.0014733
                    269,                0.32978,                0.36292,                0.27752,                0.92381,                0.84584,                0.98889,                0.96316,                0.90399,                0.84584,                0.98889,                0.96316,                0.91287,                0.33957,                0.43255,                 0.3984,                0.96658,              0.0014713,              0.0014713,              0.0014713
                    270,                0.32742,                0.36397,                 0.2859,                0.91937,                0.88882,                0.97713,                0.96764,                0.91323,                0.88882,                0.97713,                0.96764,                0.90899,                0.33335,                0.37829,                0.42937,                0.95862,              0.0014694,              0.0014694,              0.0014694
                    271,                0.34301,                0.35574,                0.28976,                0.92525,                0.93116,                0.90184,                0.96439,                0.89966,                0.93116,                0.90184,                0.96439,                0.90432,                0.33992,                0.47412,                0.41419,                0.97291,              0.0014674,              0.0014674,              0.0014674
                    272,                0.34654,                0.37132,                0.28724,                0.92818,                  0.925,                0.96667,                0.98425,                0.92354,                  0.925,                0.96667,                0.98425,                0.94161,                0.35014,                0.32396,                0.36819,                 0.9817,              0.0014654,              0.0014654,              0.0014654
                    273,                0.32358,                0.35093,                0.26689,                 0.9203,                0.93441,                0.97778,                0.98469,                0.92526,                0.93441,                0.97778,                0.98469,                 0.9368,                0.35972,                0.31363,                0.40821,                0.99998,              0.0014634,              0.0014634,              0.0014634
                    274,                0.32477,                0.34389,                0.27069,                0.91242,                0.89424,                0.98889,                 0.9797,                0.91437,                0.89424,                0.98889,                 0.9797,                0.93552,                 0.3543,                0.32556,                0.40477,                      1,              0.0014614,              0.0014614,              0.0014614
                    275,                0.31646,                0.32446,                0.26139,                0.91594,                0.93681,                0.98839,                0.98238,                0.93004,                0.93681,                0.98839,                0.98238,                0.93879,                0.35053,                0.29473,                0.39769,                0.97381,              0.0014595,              0.0014595,              0.0014595
                    276,                0.33764,                0.37512,                0.28526,                0.91298,                0.90711,                0.97655,                0.97185,                0.91349,                0.90711,                0.97655,                0.97185,                0.92191,                0.33206,                0.32207,                 0.3779,                0.96957,              0.0014575,              0.0014575,              0.0014575
                    277,                0.32845,                0.37771,                0.26878,                0.91876,                0.89511,                0.96667,                0.96589,                0.90244,                0.89511,                0.96667,                0.96589,                0.91645,                0.32288,                0.33751,                0.42044,                0.95986,              0.0014555,              0.0014555,              0.0014555
                    278,                0.31705,                0.36202,                0.26576,                0.92565,                0.93495,                0.95827,                0.97771,                0.92461,                0.93495,                0.95827,                0.97771,                 0.9372,                0.34992,                0.31329,                0.38846,                 0.9806,              0.0014535,              0.0014535,              0.0014535
                    279,                0.32235,                0.36427,                0.26587,                0.91635,                 0.9259,                0.97186,                0.97836,                0.90656,                 0.9259,                0.97186,                0.97836,                0.93474,                0.35643,                0.30846,                0.37006,                0.99164,              0.0014515,              0.0014515,              0.0014515
                    280,                0.31861,                0.35095,                0.27793,                0.91901,                0.90356,                0.93333,                0.97514,                 0.9164,                0.90356,                0.93333,                0.97514,                0.94701,                 0.3319,                0.30074,                0.37998,                0.95045,              0.0014496,              0.0014496,              0.0014496
                    281,                0.32024,                0.33664,                0.25571,                0.91513,                0.92434,                0.91111,                0.97473,                0.90719,                0.92434,                0.91111,                0.97473,                0.91873,                 0.3394,                0.31338,                 0.3824,                0.97579,              0.0014476,              0.0014476,              0.0014476
                    282,                0.32516,                0.36428,                0.26376,                0.91268,                0.93324,                0.93191,                0.97417,                0.90421,                0.93324,                0.93191,                0.97417,                0.92527,                0.34363,                0.32209,                0.37765,                0.97418,              0.0014456,              0.0014456,              0.0014456
                    283,                0.33625,                0.37372,                0.28693,                 0.9201,                0.94535,                  0.961,                0.98156,                0.91715,                0.94535,                  0.961,                0.98156,                0.92489,                0.34729,                0.32815,                0.37523,                0.97732,              0.0014436,              0.0014436,              0.0014436
                    284,                 0.3255,                0.41206,                0.27771,                0.90751,                0.89698,                      1,                0.97613,                0.92841,                0.89698,                      1,                0.97613,                0.93302,                0.29473,                0.29701,                0.35282,                0.92365,              0.0014416,              0.0014416,              0.0014416
                    285,                0.32619,                0.35287,                0.26917,                0.91872,                0.88844,                0.97337,                0.96914,                0.92041,                0.88844,                0.97337,                0.96914,                0.93087,                 0.2954,                0.30219,                0.34052,                0.91792,              0.0014397,              0.0014397,              0.0014397
                    286,                 0.3198,                0.34603,                 0.2758,                0.92497,                0.91894,                0.97778,                0.97743,                 0.9199,                0.91894,                0.97778,                0.97743,                0.92558,                0.32723,                0.34167,                0.36337,                0.95459,              0.0014377,              0.0014377,              0.0014377
                    287,                0.31929,                0.34816,                0.26983,                0.91798,                0.93614,                0.97727,                0.97716,                0.91096,                0.93614,                0.97727,                0.97716,                0.93029,                0.36006,                0.32438,                0.41667,                0.98934,              0.0014357,              0.0014357,              0.0014357
                    288,                0.32978,                0.37663,                0.28706,                0.92936,                 0.9455,                0.96391,                0.98154,                 0.9166,                 0.9455,                0.96391,                0.98154,                 0.9283,                0.35812,                0.30258,                0.40846,                 1.0076,              0.0014337,              0.0014337,              0.0014337
                    289,                0.33324,                 0.3674,                0.27678,                0.92554,                0.92557,                0.95556,                0.97073,                0.90631,                0.92557,                0.95556,                0.97073,                0.91371,                0.34328,                0.36427,                0.41112,                0.97635,              0.0014317,              0.0014317,              0.0014317
                    290,                0.30452,                0.36223,                0.26431,                0.91688,                 0.8942,                      1,                 0.9765,                0.93035,                 0.8942,                      1,                 0.9765,                0.93941,                0.34515,                0.34356,                0.39807,                0.97424,              0.0014298,              0.0014298,              0.0014298
                    291,                 0.3258,                0.36535,                0.26421,                0.92126,                0.90899,                0.99878,                 0.9835,                0.94485,                0.90899,                0.99878,                 0.9835,                0.95225,                0.31885,                0.30793,                0.36447,                0.95016,              0.0014278,              0.0014278,              0.0014278
                    292,                0.32742,                0.34751,                0.26033,                0.91194,                0.92626,                0.97696,                 0.9836,                0.93935,                0.92626,                0.97696,                 0.9836,                0.94196,                0.30852,                0.37792,                0.34447,                0.93316,              0.0014258,              0.0014258,              0.0014258
                    293,                0.31979,                  0.335,                0.26119,                0.91479,                0.90539,                0.97778,                0.97876,                0.92931,                0.90539,                0.97778,                0.97876,                0.94569,                0.33467,                0.33969,                0.39056,                0.95168,              0.0014238,              0.0014238,              0.0014238
                    294,                0.33226,                0.37653,                0.26836,                0.92186,                0.89505,                0.94761,                0.97136,                 0.9104,                0.89505,                0.94761,                0.97136,                0.92945,                0.33448,                0.31449,                0.42141,                0.95578,              0.0014218,              0.0014218,              0.0014218
                    295,                0.34484,                0.41345,                0.27785,                0.92048,                0.89485,                0.97778,                0.97846,                0.92407,                0.89485,                0.97778,                0.97846,                0.94062,                0.31096,                0.36495,                0.37302,                0.94571,              0.0014199,              0.0014199,              0.0014199
                    296,                0.33114,                0.40184,                0.26894,                0.92195,                0.91454,                0.95121,                0.96944,                0.90957,                0.91454,                0.95121,                 0.9775,                0.92949,                0.35894,                0.31586,                 0.3923,                0.98768,              0.0014179,              0.0014179,              0.0014179
                    297,                0.30615,                0.33191,                0.25716,                0.90883,                0.90352,                0.98889,                0.96833,                0.90169,                0.91367,                      1,                0.98172,                0.92151,                0.38457,                0.31374,                0.44108,                 1.0083,              0.0014159,              0.0014159,              0.0014159
                    298,                0.31757,                 0.3501,                0.25922,                0.91138,                0.91625,                0.98889,                0.98663,                0.92715,                0.91625,                0.98889,                0.98663,                0.93919,                0.35687,                0.30288,                0.38192,                0.96663,              0.0014139,              0.0014139,              0.0014139
                    299,                0.31234,                0.34093,                0.26878,                0.91469,                0.89984,                0.99821,                0.97357,                0.90931,                0.89984,                0.99821,                0.97357,                0.92594,                0.32603,                0.30233,                0.37152,                0.94226,              0.0014119,              0.0014119,              0.0014119
                    300,                 0.3126,                 0.3384,                0.25841,                0.90757,                0.90803,                0.98737,                0.98112,                0.94266,                0.90803,                0.98737,                0.98112,                 0.9438,                0.29849,                0.32713,                0.33464,                0.93079,                0.00141,                0.00141,                0.00141
                    301,                 0.3213,                 0.3131,                0.26586,                0.91938,                0.89891,                0.98889,                0.98129,                0.94073,                0.89891,                0.98889,                0.98129,                0.94265,                0.30507,                0.36817,                0.38174,                0.93277,               0.001408,               0.001408,               0.001408
                    302,                0.33808,                0.35118,                0.28661,                0.92593,                0.95676,                0.98346,                0.99152,                0.94758,                0.95676,                0.98346,                0.99152,                0.94957,                  0.303,                0.37669,                0.33595,                0.93128,               0.001406,               0.001406,               0.001406
                    303,                0.31613,                0.33213,                0.25828,                0.91897,                0.91203,                0.98889,                 0.9868,                0.94351,                0.91203,                0.98889,                 0.9868,                 0.9479,                0.32355,                 0.3262,                0.36199,                 0.9482,               0.001404,               0.001404,               0.001404
                    304,                0.33727,                0.36728,                 0.2997,                0.92067,                0.91738,                0.98702,                0.97261,                 0.9005,                0.91738,                0.98702,                0.97261,                0.92104,                0.35801,                0.32341,                0.47111,                  1.014,               0.001402,               0.001402,               0.001402
                    305,                0.33505,                0.35751,                0.28602,                0.91296,                0.89624,                0.98889,                0.97584,                  0.926,                0.90631,                      1,                0.98782,                0.93987,                0.33643,                0.31456,                0.34882,                0.97389,              0.0014001,              0.0014001,              0.0014001
                    306,                0.31777,                0.35028,                0.26101,                0.92639,                0.88403,                0.98889,                0.97795,                0.90983,                0.88403,                0.98889,                0.97795,                0.91819,                0.33654,                0.32585,                0.40694,                0.98255,              0.0013981,              0.0013981,              0.0013981
                    307,                0.34625,                0.38048,                0.29736,                0.93385,                0.89785,                0.97663,                0.97945,                0.91577,                0.89785,                0.97663,                0.97945,                0.91298,                0.35506,                 0.3455,                0.38976,                0.98391,              0.0013961,              0.0013961,              0.0013961
                    308,                0.30768,                 0.3477,                0.26329,                 0.9087,                0.93387,                0.97778,                0.98657,                0.92542,                0.93387,                0.97778,                0.98657,                0.93476,                0.32459,                0.33319,                0.39327,                0.95509,              0.0013941,              0.0013941,              0.0013941
                    309,                0.30529,                0.30285,                0.25883,                0.91373,                0.91488,                0.98889,                0.98214,                0.94008,                0.91488,                0.98889,                0.98214,                0.94408,                0.31103,                0.32586,                0.39636,                0.94415,              0.0013921,              0.0013921,              0.0013921
                    310,                0.31477,                0.35309,                0.26405,                0.91911,                0.90766,                0.98889,                0.98289,                0.93929,                0.90766,                0.98889,                0.98289,                0.94916,                0.30677,                0.31031,                0.34797,                0.93761,              0.0013902,              0.0013902,              0.0013902
                    311,                 0.3166,                 0.3567,                0.26843,                0.91974,                0.88569,                      1,                0.98249,                0.92891,                0.88569,                      1,                0.98249,                0.94273,                0.33599,                0.30845,                0.38944,                0.94688,              0.0013882,              0.0013882,              0.0013882
                    312,                0.30979,                0.35122,                0.25799,                0.91068,                0.88984,                      1,                0.98223,                0.91706,                0.88984,                      1,                0.98223,                 0.9298,                0.33242,                0.32156,                0.36835,                0.96584,              0.0013862,              0.0013862,              0.0013862
                    313,                0.32873,                0.37218,                0.27412,                0.92218,                0.88108,                0.98789,                0.98138,                0.91729,                0.88108,                0.98789,                0.98138,                0.93201,                0.34739,                0.33735,                0.39277,                0.97885,              0.0013842,              0.0013842,              0.0013842
                    314,                0.32046,                0.35168,                0.27216,                0.90598,                0.90496,                0.95221,                0.98221,                 0.9367,                0.90496,                0.95221,                0.98221,                 0.9551,                0.34281,                0.32103,                0.34713,                0.97966,              0.0013822,              0.0013822,              0.0013822
                    315,                0.33087,                0.36763,                 0.2791,                0.92204,                0.90845,                0.94444,                0.97501,                0.92171,                0.91965,                0.95556,                0.98545,                0.93699,                 0.3654,                 0.3503,                0.37314,                0.98105,              0.0013803,              0.0013803,              0.0013803
                    316,                0.33647,                0.36104,                0.28279,                0.92392,                0.93676,                0.98759,                0.98602,                0.92811,                0.93676,                0.98759,                0.98602,                0.93948,                0.33681,                0.30636,                0.35028,                0.96447,              0.0013783,              0.0013783,              0.0013783
                    317,                0.31704,                0.35479,                0.26674,                0.91604,                0.91576,                0.97778,                0.98219,                 0.9262,                0.92616,                0.98889,                0.98646,                0.94378,                0.31056,                0.32095,                0.34499,                0.93995,              0.0013763,              0.0013763,              0.0013763
                    318,                 0.3073,                0.32608,                0.25393,                 0.9153,                0.95145,                0.96667,                0.98411,                0.93238,                0.95145,                0.96667,                0.98411,                0.94235,                0.31952,                0.38564,                0.33364,                0.96067,              0.0013743,              0.0013743,              0.0013743
                    319,                0.30611,                0.29774,                0.25252,                0.90502,                0.88599,                0.97778,                0.95726,                0.89905,                0.88599,                0.97778,                0.95726,                0.90453,                0.35064,                0.38631,                0.42518,                0.99298,              0.0013723,              0.0013723,              0.0013723
